snname,cubename,sem,rasn,decsn,sntype,notes
               SN2008hj,                SN2008hj, P95  ,00:04:01.910 ,-11:10:07.50  ,Ia      ,
               SN2006ej,                SN2006ej, P95  ,00:38:59.770 ,-09:00:56.59  ,Ia      ,JOINED WITH ONE FROM THE ARXIV 
               SN2006et,                SN2006et, P95  ,00:42:45.821 ,-23:33:30.38  ,Ia      ,MUSE-DEEP JOINING 7 OF THE 8 POINTINGS
               SN2006gt,                SN2006gt, P95  ,00:56:17.299 ,-01:37:45.98  ,Ia-91bg ,
               SN2007mm,                SN2007mm, P95  ,01:05:46.670 ,-00:45:31.79  ,Ia-86G  ,
               SN2006hx,                SN2006hx, P95  ,01:13:57.310 ,+00:22:18.01  ,Ia      ,
               SN2005ir,                SN2005ir, P95  ,01:16:43.759 ,+00:47:40.42  ,Ia      ,
               SN2005hj,                SN2005hj, P95  ,01:26:48.269 ,-01:14:16.80  ,Ia      ,
               SN2007ol,                SN2007ol, P95  ,01:37:23.700 ,-00:18:43.20  ,Ia      ,
               CSP13aad,                CSP13aad, P95  ,01:46:09.34  ,-67:28:00.10  ,Ia      ,
               SN2006fw,                SN2006fw, P95  ,01:47:10.339 ,-00:08:49.20  ,Ia      ,
               SN2006ob,                SN2006ob, P95  ,01:51:48.110 ,+00:15:48.31  ,Ia      ,
               SN2005hc,                SN2005hc, P95  ,01:56:47.940 ,-00:12:49.21  ,Ia      ,
                 CSP13Q,                  CSP13Q, P95  ,02:02:21.56  ,-65:44:08.66  ,Ia      ,REREDUCED JOINING 6 OF THE 8 POINTINGS
               SN2006ef,                SN2006ef, P95  ,02:04:19.510 ,-08:43:42.20  ,Ia      ,
               SN2025yn,                SN2006ef, P95  ,02:04:18.708 ,-08:44:27.35  ,II      ,
               SN2007hx,                SN2007hx, P95  ,02:06:27.079 ,-00:53:58.31  ,Ia      ,
               LSQ13dhj,                LSQ13dhj, P95  ,02:12:34.48  ,-37:20:22.81  ,Ia      ,
               SN2006ot,                SN2006ot, P95  ,02:15:04.841 ,-20:45:58.21  ,Ia-06bt ,
                SN2012E,                 SN2012E, P95  ,02:33:22.790 ,+09:35:05.60  ,Ia      ,126; 36 CREATED MANUALLY -- BAD
               LSQ12hnx,                LSQ12hnx, P95  ,02:35:17.81  ,-30:57:49.48  ,Ia      ,NO LC 
               SN2005lu,                SN2005lu, P95  ,02:36:03.710 ,-17:15:50.00  ,Ia      ,I CHANGED THE HOST WITH RESPECT KRISCIUNAS 2017
               LSQ12gzm,                LSQ12gzm, P95  ,02:40:43.61  ,-34:44:25.87  ,Ia      ,104;160 CREATED MANUALLY -- BAD 
                SN2009I,                 SN2009I, P95  ,02:45:10.399 ,-04:42:49.39  ,Ia      ,
               SN2007so,                SN2007so, P95  ,02:47:43.130 ,+13:15:14.80  ,Ia      ,
               SN2006os,                SN2006os, P95  ,02:55:01.010 ,+16:00:34.81  ,Ia      ,6 POINTINGS AVAILABLE BUT WE KEPT THE 4 POINTINGS WITH BETTER SEEING
               SN2005gj,                SN2005gj, P95  ,03:01:11.950 ,-00:33:13.90  ,Ia-CSM  ,NO LC
               LSQ13dkp,                LSQ13dkp, P95  ,03:10:09.97  ,-36:37:44.91  ,Ia      ,216;235 CREATED MANUALLY -- BAD 
               LSQ12hxx,                LSQ12hxx, P95  ,03:19:44.23  ,-27:00:25.68  ,Ia      ,
               LSQ13dsm,                LSQ13dsm, P95  ,03:33:12.83  ,-26:12:24.02  ,Ia      ,
                SN2009D,                 SN2009D, P95  ,03:54:22.829 ,-19:10:54.19  ,Ia      ,
               LSQ12hzs,                LSQ12hzs, P95  ,04:01:53.21  ,-26:39:50.15  ,Ia      ,
               CSP13aaq,                CSP13aaq, P95  ,04:19:47.21  ,-63:43:22.04  ,Ia      ,151;153 CREATED MANUALLY -- BAD
               SN2014cd,                SN2014cd, P95  ,04:23:47.191 ,-51:36:02.92  ,Ia      ,
               SN2013fz,                SN2014cd, P95  ,04:23:46.440 ,-51:35:46.28  ,Ia-91T  ,
             SN2025absv,                SN2014cd, P95  ,04:23:47.254 ,-51:36:09.11  ,IIP     ,
               LSQ13dcy,                LSQ13dcy, P95  ,04:55:16.42  ,-20:00:05.40  ,Ia      ,
               SN2006is,                SN2006is, P95  ,05:17:34.370 ,-23:46:54.19  ,Ia      ,140;158 CREATED MANUALLY -- BAD 
                LSQ12ca,                 LSQ12ca, P95  ,05:31:03.62  ,-19:47:59.28  ,Ia-91T  ,
               SN2013az,                SN2013az, P95  ,05:39:52.130 ,-40:30:28.12  ,Ia      ,
               CSP14aar,                CSP14aar, P95  ,05:48:23.49  ,-66:47:29.70  ,Ia      ,
               CSP13aao,                CSP13aao, P95  ,05:58:30.38  ,-63:33:38.30  ,Ia      ,
               CSP14aaq,                CSP14aaq, P95  ,06:13:48.04  ,-67:55:15.00  ,Ia-pec  ,
               CSP13abl,                CSP13abl, P95  ,06:38:06.97  ,-75:43:37.21  ,Ia      ,
               SN2005na,                SN2005na, P95  ,07:01:36.619 ,+14:07:59.70  ,Ia      ,
               SN2004gs,                SN2004gs, P95  ,08:38:23.179 ,+17:37:39.79  ,Ia      ,
               SN2006lu,                SN2006lu, P95  ,09:15:17.630 ,-25:36:00.29  ,Ia      ,
                SN2005M,                 SN2005M, P95  ,09:37:32.359 ,+23:12:02.70  ,Ia-91T  ,SDSS OBJID problem
               SN2008bc,                SN2008bc, P95  ,09:38:31.229 ,-63:58:25.61  ,Ia      ,
               SN2007al,                SN2007al, P95  ,09:59:18.480 ,-19:28:25.79  ,Ia-91bg ,MUSE-DEEP JOINING 8 POINTINGS
                SN2007S,                 SN2007S, P95  ,10:00:31.260 ,+04:24:26.21  ,Ia-91T  ,
               LSQ12agq,                LSQ12agq, P95  ,10:17:41.67  ,-07:24:54.45  ,Ia      ,
               LSQ12aor,                LSQ12aor, P95  ,10:55:17.64  ,-14:18:01.38  ,Ia      ,MUSE-DEEP AVAILABLE (8 POINTINGS); BUT WE KEPT THE 4 POINTINGS WITH BETTER SEEING
               LSQ12hvj,                LSQ12hvj, P95  ,11:07:38.62  ,-29:42:40.96  ,Ia-91T  ,
               SN2007bc,                SN2007bc, P95  ,11:19:14.570 ,+20:48:32.51  ,Ia      ,
               SN2002bp,                SN2007bc, P95  ,11:19:18.20  ,+20:48:23.1   ,Ia-02cx ,
               SN2009aa,                SN2009aa, P95  ,11:23:42.281 ,-22:16:14.48  ,Ia      ,
               SN2025gc,                SN2009aa, P95  ,11:23:40.021 ,-22:16:09.17  ,Ic      ,
               SN2013ao,                SN2013ao, P95  ,11:44:44.741 ,-20:31:41.09  ,Ia-03fg ,
               SN2013as,                SN2013as, P95  ,11:52:52.339 ,-18:59:19.90  ,Ia      ,
               SN2005bg,                SN2005bg, P95  ,12:17:17.179 ,+16:22:17.62  ,Ia      ,
               SN2008ar,                SN2008ar, P95  ,12:24:37.920 ,+10:50:17.41  ,Ia      ,
                 CSP12N,                  CSP12N, P95  ,12:38:16.19  ,-15:06:32.15  ,Ia      ,148;158 CREATED MANUALLY -- BAD
                SN2012G,                 SN2012G, P95  ,12:39:35.100 ,+16:35:11.90  ,Ia-91T  ,
               PS1-14rx,                PS1-14rx, P95  ,12:46:53.35  ,+14:47:50.10  ,Ia      ,
                SN2006D,                 SN2006D, P95  ,12:52:33.941 ,-09:46:30.79  ,Ia      ,MUSE-DEEP AVAILABLE (8 POINTINGS); BUT WE KEPT THE 4 POINTINGS WITH BETTER SEEING
                LSQ14ie,                 LSQ14ie, P95  ,12:55:33.46  ,-32:56:40.37  ,Ia      ,MUSE-DEEP JOINING 6 POINTINGS
               SN2007cg,                SN2007cg, P95  ,13:25:33.581 ,-24:39:08.10  ,Ia      ,
               SN2013bz,                SN2013bz, P95  ,13:26:51.319 ,-10:01:32.20  ,Ia-91T  ,
               SN2006br,                SN2006br, P95  ,13:30:01.800 ,+13:24:56.81  ,Ia      ,
              SN2021gvm,                SN2006br, P95  ,13:30:01.224 ,+13:24:40.28  ,II      ,
               PTF11akn,                SN2006br, P95  ,13:30:03.923 ,+13:24:57.54  ,IIn     ,
               SN2006dz,                SN2006br, P95  ,13:30:00.370 ,+13:24:43.09  ,untyped ,
               LSQ14ahc,                LSQ14ahc, P95  ,13:43:48.25  ,-32:54:35.12  ,Ia      ,
               SN2014bz,                CSP14abn, P95  ,13:56:04.19  ,-43:35:09.90  ,Ia      ,153;154 CREATED MANUALLY
               LSQ12cfx,                LSQ12cfx, P95  ,13:59:40.96  ,-25:22:50.98  ,Ia-91T  ,NO LC - NO WAY
               SN2008cf,                SN2008cf, P95  ,14:07:32.561 ,-26:33:06.59  ,Ia      ,
               LSQ14bjj,                LSQ14bjj, P95  ,14:20:49.08  ,-05:15:02.25  ,Ia      ,MUSE-DEEP JOINING 7 POINTINGS
               SN2011jt,                SN2011jt, P95  ,14:53:23.011 ,+02:57:43.09  ,Ia      ,162; 75 CREATED MANUALLY -- BAD
               SN2005ag,                SN2005ag, P95  ,14:56:43.649 ,+09:19:42.49  ,Ia      ,
               SN2005be,                SN2005be, P95  ,14:59:32.719 ,+16:40:11.60  ,Ia      ,
               SN2007ba,                SN2007ba, P95  ,15:16:42.631 ,+07:23:47.80  ,Ia-91bg ,
               SN2006bt,                SN2006bt, P95  ,15:56:30.530 ,+20:02:45.60  ,Ia-06bt ,JOINED WITH P102
               LSQ14bbv,                LSQ14bbv, P95  ,19:59:33.12  ,-56:59:27.84  ,Ia      ,
               SN2008ff,                SN2008ff, P95  ,20:13:59.959 ,-44:21:07.81  ,Ia      ,MUSE-DEEP AVAILABLE (8 POINTINGS); BUT WE KEPT THE 4 POINTINGS WITH BETTER SEEING; 16;139 CREATED MANUALLY -- BAD
               SN2006eq,                SN2006eq, P95  ,21:28:37.130 ,+01:13:41.20  ,Ia      ,
               SN2013fy,                SN2013fy, P95  ,21:37:27.120 ,-47:01:54.80  ,Ia      ,
               SN2014at,                SN2014at, P95  ,21:46:14.820 ,-46:31:21.11  ,Ia-91T  ,
               SN2004ey,                SN2004ey, P95  ,21:49:07.810 ,+00:26:39.19  ,Ia      ,
               SN2008go,                SN2008go, P95  ,22:10:44.830 ,-20:47:17.20  ,Ia      ,
               SN2006py,                SN2006py, P95  ,22:41:42.050 ,-00:08:12.91  ,Ia      ,IT HAS 1 POINTING WITH WRONG COORDINATES
               SN2004ef,                SN2004ef, P95  ,22:42:10.020 ,+19:59:40.42  ,Ia      ,
               SN2005ku,                SN2005ku, P95  ,22:59:42.610 ,-00:00:49.28  ,Ia      ,
               SN2007hj,                SN2007hj, P95  ,23:01:47.890 ,+15:35:11.40  ,Ia      ,
               SN2012gm,                SN2012gm, P95  ,23:17:37.030 ,+14:00:08.89  ,Ia      ,
            ASASSN-14mf,             ASASSN-14mf, P96  ,00:04:54.46  ,-32:26:14.63  ,Ia      ,
            ASASSN-14kp,             ASASSN-14kp, P96  ,00:39:52.58  ,-38:03:52.22  ,II      ,
            ASASSN-13cu,             ASASSN-13cu, P96  ,00:40:10.14  ,-10:26:25.90  ,Ia      ,
            ASASSN-14lw,             ASASSN-14lw, P96  ,01:06:49.17  ,-46:58:59.96  ,Ia-91T  ,
            ASASSN-14ig,             ASASSN-14ig, P96  ,01:16:04.95  ,-61:37:16.70  ,Ia      ,NO LC
               SN2013dl,             ASASSN-13ar, P96  ,01:18:41.760 ,-07:26:39.70  ,Ia      ,NO LC 
            ASASSN-14me,             ASASSN-14me, P96  ,01:26:40.08  ,-57:59:49.31  ,Ia-91T  ,REREDUCED JOINING 8 POINTINGS
            ASASSN-14mw,             ASASSN-14mw, P96  ,01:41:25.16  ,-65:37:01.26  ,Ia      ,JOINED WITH P106; NO LC - REDSHIFT TOO LARGE ?? SN OUT OF FOV in P96. P106 in FOV
            ASASSN-14hr,             ASASSN-14hr, P96  ,01:50:41.27  ,-14:31:06.37  ,Ia      ,
               SN2013ef,             ASASSN-13bb, P96  ,01:55:20.710 ,+06:36:35.32  ,Ia      ,NO LC 
            ASASSN-14fa,             ASASSN-14fa, P96  ,02:52:23.06  ,-31:49:18.00  ,Ia      ,MUSE-DEEP JOINING 13 POINTINGS
            ASASSN-14mg,             ASASSN-14mg, P96  ,02:53:58.10  ,-21:38:52.86  ,Ia      ,NO LC - 164;171 CREATED MANUALLY -- BAD
               SN2013hk,             ASASSN-13dm, P96  ,03:02:10.850 ,+15:55:38.78  ,Ia      ,NO LC
            ASASSN-14lt,             ASASSN-14lt, P96  ,03:11:02.54  ,-13:06:38.76  ,Ia-91T  ,
            ASASSN-14ko,             ASASSN-14ko, P96  ,05:25:18.13  ,-46:00:20.34  ,IIn     ,
               SN2013ex,             ASASSN-13cc, P96  ,05:32:46.620 ,-14:02:45.38  ,Ia      ,572;791 CREATED MANUALLY -- BAD
            ASASSN-14hu,             ASASSN-14hu, P96  ,06:43:26.92  ,-69:38:14.70  ,Ia-91T  ,
            ASASSN-14jc,             ASASSN-14jc, P96  ,07:35:35.29  ,-62:46:12.64  ,Ia      ,
            ASASSN-14dd,             ASASSN-14dd, P96  ,07:45:14.38  ,-71:24:14.04  ,Ibn     ,JOINED WITH SN2016iye FROM P100 - 20 POINTINGS IN TOTAL
              SN2016iye,             ASASSN-14dd, P96  ,07:45:19.720 ,-71:24:17.90  ,IIb     ,
               SN2003gh,             ASASSN-14dd, P96  ,07:45:17.930 ,-71:24:37.30  ,Ia      ,NO LC
            ASASSN-13dd,             ASASSN-13dd, P96  ,09:07:36.75  ,+03:23:39.7   ,Ia      ,JOINED WITH SN2008hv OBSERVED IN P97
               SN2008hv,             ASASSN-13dd, P96  ,09:07:34.061 ,+03:23:32.10  ,Ia      ,
            ASASSN-14ba,             ASASSN-14ba, P96  ,10:21:31.90  ,+08:24:21.12  ,Ia-91T  ,NO LC
            ASASSN-15aj,             ASASSN-15aj, P96  ,10:52:53.26  ,-32:55:34.86  ,Ia      ,
               SN2012bu,             ASASSN-15aj, P96  ,10:52:56.530 ,-32:56:07.69  ,II      ,
            ASASSN-14dp,             ASASSN-14dp, P96  ,11:21:58.45  ,-37:54:24.50  ,II      ,
            ASASSN-14dl,             ASASSN-14dl, P96  ,12:21:51.38  ,-24:09:54.00  ,II      ,MUSE-DEEP JOINING 8 POINTINGS
            ASASSN-14ad,             ASASSN-14ad, P96  ,12:40:11.10  ,+18:03:32.80  ,Ia      ,
            ASASSN-14lp,             ASASSN-14lp, P96  ,12:45:09.101 ,-00:27:32.49  ,Ia      ,
                SN1965H,             ASASSN-14lp, P96  ,12:45:07.18  ,-00:28:11.5   ,II      ,before 12:45:09.12 -00:27:32.5 
              SN2019yvr,             ASASSN-14lp, P96  ,12:45:08.132 ,-00:27:32.66  ,Ib      ,
            ASASSN-14fd,             ASASSN-14fd, P96  ,12:46:14.768 ,-40:48:52.53  ,IIn     ,
            ASASSN-14cu,             ASASSN-14cu, P96  ,12:47:02.68  ,-24:14:41.30  ,Ia      ,NO LC
            ASASSN-14li,             ASASSN-14li, P96  ,12:48:15.23  ,+17:46:26.22  ,TDE     ,
            ASASSN-14kr,             ASASSN-14kr, P96  ,12:54:13.15  ,-07:38:57.46  ,Ia      ,NO LC
               SN2013da,             ASASSN-13an, P96  ,13:45:36.209 ,-07:19:32.59  ,Ia      ,JOINED WITH P98 - SN2013da. 8 POINTINGS. BETTER SEEING IN P96. NO LC
            ASASSN-14bf,             ASASSN-14bf, P96  ,13:58:12.75  ,+17:31:53.66  ,II      ,
            ASASSN-15ab,             ASASSN-15ab, P96  ,14:03:06.24  ,-38:28:29.9   ,IIn     ,
            ASASSN-14lu,             ASASSN-14lu, P96  ,14:10:39.52  ,-02:40:56.00  ,Ia      ,NO LC
            ASASSN-14eu,             ASASSN-14eu, P96  ,15:00:36.84  ,-03:50:48.912 ,Ia-02cx ,JOINED WITH P102. SN IN THE P102 FoV
            ASASSN-14dz,             ASASSN-14dz, P96  ,15:05:54.522 ,+12:44:43.33  ,Ia      ,NO LC
            ASASSN-13cp,             ASASSN-13cp, P96  ,15:33:49.236 ,+21:08:21.87  ,Ia      ,NO LC 
            ASASSN-14co,             ASASSN-14co, P96  ,15:57:29.91  ,+01:06:33.74  ,Ia      ,NO LC
            ASASSN-13ch,             ASASSN-13ch, P96  ,16:16:34.06  ,-00:35:27.38  ,Ia      ,
            ASASSN-13cj,             ASASSN-13cj, P96  ,16:17:11.01  ,+04:33:14.72  ,Ia      ,NO LC 
               SN2014ay,             ASASSN-14at, P96  ,17:55:05.431 ,+18:15:26.39  ,II      ,
            ASASSN-14jz,             ASASSN-14jz, P96  ,18:44:44.34  ,-52:48:05.48  ,Ia      ,
            ASASSN-14iz,             ASASSN-14iz, P96  ,20:21:49.84  ,-31:17:06.78  ,II      ,
            ASASSN-14ew,             ASASSN-14ew, P96  ,20:22:00.88  ,-51:47:46.50  ,Ia      ,NO LC
            ASASSN-14db,             ASASSN-14db, P96  ,22:02:01.85  ,-70:02:26.19  ,Ia      ,NO LC
               SN2014dq,             ASASSN-14jb, P96  ,22:23:16.090 ,-28:58:31.80  ,II      ,
            ASASSN-14lv,             ASASSN-14lv, P96  ,23:32:07.37  ,-41:16:11.76  ,Ia      ,NO LC               
            ASASSN-14jg,             ASASSN-14jg, P96  ,23:33:13.90  ,-60:34:11.50  ,Ia      ,
              AT2018kad,             ASASSN-14jg, P96  ,23:33:12.610 ,-60:34:28.81  ,?       ,
            ASASSN-14kq,             ASASSN-14kq, P96  ,23:45:15.51  ,-29:47:01.14  ,Ia-91T  ,
               SN2008dh,                SN2008dh, P97  ,00:35:11.321 ,+23:15:15.08  ,Ia      ,NO LC
               SN2012hd,                SN2012hd, P97  ,01:14:07.459 ,-32:39:07.70  ,Ia      ,
              SN2016gfk,                SN2012hd, P97  ,01:14:06.470 ,-32:39:25.80  ,Ia      ,NO LC
               SN2009le,                SN2009le, P97  ,02:09:17.141 ,-23:24:44.78  ,Ia      ,REREDUCED TO JOIN BOTH POINTINGS CORRECTLY
               SN2003em,                SN2009le, P97  ,02:09:20.230 ,-23:24:52.99  ,Ia      ,REREDUCED TO JOIN BOTH POINTINGS CORRECTLY - NO LC
              SN2021bxu,                SN2009le, P97  ,02:09:16.455 ,-23:24:45.40  ,IIb     ,REREDUCED TO JOIN BOTH POINTINGS CORRECTLY
               SN2007gj,                SN2007gj, P97  ,02:19:33.850 ,-37:48:44.21  ,-       ,OUT_OF_FOV SN untyped
                SN2010A,                 SN2010A, P97  ,02:32:39.461 ,+00:37:10.20  ,Ia      ,
               SN2006fo,                 SN2010A, P97  ,02:32:38.890 ,+00:37:03.00  ,Ic      ,
               AT2012iw,                 SN2010A, P97  ,02:32:38.890 ,+00:37:03.00  ,?      ,
                SN2008J,                 SN2008J, P97  ,02:34:24.199 ,-10:50:38.51  ,Ia-CSM  ,
               SN2009ig,                SN2009ig, P97  ,02:38:11.611 ,-01:18:45.11  ,Ia      ,
               PTF12iiq,                PTF12iiq, P97  ,02:50:07.76  ,-00:15:54.40  ,Ia      ,NO LC
               SN2001el,                SN2001el, P97  ,03:44:30.571 ,-44:38:23.71  ,Ia      ,
              SN2021pit,                SN2001el, P97  ,03:44:30.210 ,-44:37:57.25  ,Ia      ,
               PTF12jgb,                PTF12jgb, P97  ,04:15:01.44  ,-15:20:53.70  ,Ia      ,NO LC
                SN2008V,                 SN2008V, P97  ,04:29:31.301 ,-26:42:39.82  ,IIb     ,
               SN2007rz,                SN2007rz, P97  ,04:31:10.841 ,+07:37:51.49  ,Ic      ,
                SN2009K,                 SN2009K, P97  ,04:36:36.770 ,-00:08:35.59  ,IIb     ,
              SN2023crx,                 SN2009K, P97  ,04:36:35.400, -00:08:56.94  ,Ib      ,                
               SN2004ff,                SN2004ff, P97  ,04:58:46.190 ,-21:34:12.00  ,Ic      ,
               SN2005gn,                SN2005gn, P97  ,05:48:49.070 ,-24:22:45.52  ,IIn     ,
               SN2012hr,                SN2012hr, P97  ,06:21:38.460 ,-59:42:50.62  ,Ia      ,
               SN2008fp,                SN2008fp, P97  ,07:16:32.599 ,-29:19:31.69  ,Ia      ,
               SN2008ia,                SN2008ia, P97  ,08:50:35.150 ,-61:16:40.58  ,Ia      ,
               LSQ12hzj,                LSQ12hzj, P97  ,09:59:12.43  ,-09:00:08.25  ,Ia-91T  ,
               SN2009dq,                SN2009dq, P97  ,10:08:49.939 ,-67:01:57.29  ,IIb     ,
               SN2010ev,                SN2010ev, P97  ,10:25:28.990 ,-39:49:51.20  ,Ia      ,
                SN2005Z,                 SN2005Z, P97  ,10:45:09.180 ,+22:04:38.32  ,II      ,
               SN2012ht,                SN2012ht, P97  ,10:53:22.750 ,+16:46:34.90  ,Ia      ,SDSS OBJID problem
               SN2005lw,                SN2005lw, P97  ,11:08:03.209 ,-12:29:09.38  ,II      ,
               SN2009ds,                SN2009ds, P97  ,11:49:04.109 ,-09:43:44.90  ,Ia      ,
                SN2001E,                SN2009ds, P97  ,11:49:04.999 ,-09:44:10.90  ,Ia      ,
                SN2014V,                SN2009ds, P97  ,11:49:06.199 ,-09:43:33.71  ,II      ,
               SN2004aw,                SN2004aw, P97  ,11:57:50.239 ,+25:15:55.12  ,Ic      ,
               SN2007sr,                SN2007sr, P97  ,12:01:52.800 ,-18:58:21.68  ,Ia      ,
                SN2006X,                 SN2006X, P97  ,12:22:53.990 ,+15:48:33.08  ,Ia      ,Also NGC4321 from PHANGS in arx
               SN2012cg,                SN2012cg, P97  ,12:27:12.830 ,+09:25:13.19  ,Ia      ,JOINED WITH SN2012cg_2 from P98
                SN1895A,                SN2012cg, P97  ,12:27:17.100 ,+09:25:01.00  ,?       ,
                SN1994D,                 SN1994D, P97  ,12:34:02.450 ,+07:42:04.72  ,Ia      ,
                SN1969E,                 SN1994D, P97  ,12:34:02.200 ,+07:41:31.00  ,?       ,
               SN2007rw,                SN2007rw, P97  ,12:38:03.641 ,-02:15:40.10  ,IIb     ,REREDUCED JOINING THE 4 POINTINGS
               SN2008aq,                SN2008aq, P97  ,12:50:30.420 ,-10:52:01.42  ,IIb     ,
               SN2012cu,                SN2012cu, P97  ,12:53:29.350 ,+02:09:38.99  ,Ia      ,JOINED WITH HK 1988E (tot i que a l'arxiu diu 1998E). NO LC 
                SN1988E,                SN2012cu, P97  ,12:53:28.901 ,+02:10:23.02  ,II      ,JOINED WITH HK 1988E (tot i que a l'arxiu diu 1998E)
               SN2008aw,                SN2008aw, P97  ,13:04:14.119 ,-10:19:12.29  ,II      ,
               SN2011iy,                SN2011iy, P97  ,13:08:58.390 ,-15:31:04.12  ,Ia      ,JOINED WITH NGC4984 FROM THE ARXIV. OURS HAD WORSE QUALITY
               SN2009nr,                SN2009nr, P97  ,13:10:58.949 ,+11:29:29.29  ,Ia      ,
               SN2009ev,                SN2009ev, P97  ,13:14:17.580 ,-42:58:48.79  ,Ia      ,JOINED WITH P102. SN IN THE P102 FoV - NO LC 
                SN1986G,                 SN1986G, P97  ,13:25:36.509 ,-43:01:54.19  ,Ia-86G  ,THERE IS A LARGE MOSAICK IN THE ARCHIVE NGC5128 -- TO DO --
                SN2006E,                 SN2006E, P97  ,13:53:28.649 ,+05:12:22.79  ,Ia      ,NO LC
               SN2013aj,                SN2013aj, P97  ,13:54:00.679 ,-07:55:43.79  ,Ia      ,
               SN2009mz,                SN2009mz, P97  ,14:03:24.641 ,-06:03:31.28  ,Ia      ,NO LC
               SN2002cr,                SN2002cr, P97  ,14:06:37.589 ,-05:26:21.91  ,Ia      ,I TRIED TO COMBINE WITH 2018dfg/2005P BUT NO SOURCES IN THE OVERLAP REGION AND SATURATED
               SN2007af,                SN2007af, P97  ,14:22:21.060 ,-00:23:37.72  ,Ia      ,JOINED WITH NGC5584 from arx
               SN1996aq,                SN2007af, P97  ,14:22:22.730 ,-00:23:24.29  ,Ic      ,
               SN2013aa,                SN2013aa, P97  ,14:32:33.881 ,-44:13:27.80  ,Ia      ,core of NGC5643 from arx below
               SN2006cu,                SN2006cu, P97  ,14:47:43.310 ,+09:39:33.91  ,IIn     ,
               SN2006be,                SN2006be, P97  ,15:45:39.000 ,+28:05:19.21  ,II      ,MUSE-DEEP JOINING 8 POINTINGS
               SN2008cg,                SN2008cg, P97  ,15:54:15.149 ,+10:58:25.00  ,IIn     ,MUSE-DEEP JOINING 5 POINTINGS
        SNF20080612-003,              SN20080612, P97  ,16:15:28.39  ,+19:13:35.90  ,Ia      ,NO LC 
               SN2004dk,                SN2004dk, P97  ,16:21:48.931 ,-02:16:17.29  ,Ib      ,JOINED WITH SN2020hvp from P111
              SN2020hvp,                SN2004dk, P97  ,16:21:45.39  ,-02:17:21.30  ,Ib      ,
               SN2001cp,                SN2001cp, P97  ,17:11:02.580 ,+05:50:26.81  ,Ia      ,COMBINED WITH ARX 22 POINTINGS TOTAL
              SN2019mkr,                SN2001cp, P97  ,17:11:05.780 ,+05:51:07.38  ,II      ,               
               SN2006ca,                SN2006ca, P97  ,18:22:54.149 ,+12:26:03.19  ,II      ,
               SN2008fq,                SN2008fq, P97  ,20:25:06.190 ,-24:48:27.61  ,II      ,JOINED WITH PSNJ2025038 from P103
               SN2004bv,                SN2008fq, P97  ,20:25:06.341 ,-24:48:53.71  ,Ia      ,
               SN2014eh,                SN2008fq, P97  ,20:25:03.86  ,-24:49:13.3   ,Ic      ,
                SN1984V,                SN2008fq, P97  ,20:25:03.000 ,-24:48:50.00  ,?       ,               
               SN2002ha,                SN2002ha, P97  ,20:47:18.581 ,+00:18:45.61  ,Ia      ,
               SN2003dt,                SN2002ha, P97  ,20:47:17.561 ,+00:18:42.80  ,Ia      ,NO LC
               LSQ12dbr,                LSQ12dbr, P97  ,20:58:51.89  ,-02:58:27.10  ,Ia      ,NO LC
               SN2012fw,                SN2012fw, P97  ,21:01:58.990 ,-48:16:25.90  ,Ia      ,NO LC
               SN2006cm,                SN2006cm, P97  ,21:20:17.460 ,-01:41:02.69  ,Ia      ,
               SN2007fs,                SN2007fs, P97  ,22:01:40.440 ,-21:30:29.59  ,Ia      ,
               SN2002jg,                SN2002jg, P97  ,22:19:28.800 ,+29:23:04.49  ,Ia      ,REREDUCED JOINING 13 POINTINGS
              SN2023wuk,                SN2002jg, P97  ,22:19:30.39  ,+29:23:17.60  ,Ia      ,
               SN2007le,                SN2007le, P97  ,23:38:48.410 ,-06:31:21.29  ,Ia      ,
               SN2012et,                SN2012et, P97  ,23:42:38.820 ,+27:05:31.49  ,Ia      ,NO LC
               SN2003hg,                SN2003hg, P97  ,23:51:24.130 ,+20:06:38.30  ,II      ,REREDUCED JOINING 5 POINTINGS
             SN2021aexi,                SN2003hg, P97  ,23:51:22.335 ,+20:06:34.90  ,Ic      ,
               SN2001da,                SN2001da, P97  ,23:53:32.779 ,+08:07:02.60  ,Ia      ,
               LSQ12gdj,                LSQ12gdj, P97  ,23:54:43.32  ,-25:40:34.09  ,Ia-91T  ,
               SN2007fb,                SN2007fb, P97  ,23:56:52.370 ,+05:30:31.79  ,Ia      ,REREDUCED JOINING 10 POINTINGS
               LSQ13crf,                LSQ13crf, P98  ,03:10:50.23  ,+01:25:18.90  ,Ia      ,
               LSQ12fmx,                LSQ12fmx, P98  ,03:12:52.18  ,-00:12:12.80  ,Ia      ,REREDUCED JOINING THE 6 POINTINGS WITH BETTER SEEING; NO LC
               SN2011ha,                SN2011ha, P98  ,03:57:40.870 ,+10:09:55.19  ,Ia      ,NO LC 
               LSQ13cwp,                LSQ13cwp, P98  ,04:03:50.65  ,-02:39:17.98  ,Ia      ,
               SN2014dm,                SN2014dm, P98  ,04:08:07.130 ,-08:49:37.20  ,Ia      ,NO LC 
              SN2018ezx,                SN2014dm, P98  ,04:08:08.090 ,-08:49:59.45  ,Ia      ,NO LC actually in a different galaxy !!! sn2014dm host is in a merger
